Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME,Jean-Francois MONETTE POSITION,Jean-Francois MONETTE LAP TIME,Jean-Francois MONETTE ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,LEE Seung-Jae POSITION,LEE Seung-Jae LAP TIME,LEE Seung-Jae ELAPSED TIME
2,6.716,6.716,1,6.544,6.544,4,6.829,6.829,3,6.816,6.816
3,9.237,15.953,1,9.109,15.653,2,8.923,15.751,4,9.177,15.993
3,8.618,24.570,1,8.743,24.396,2,8.755,24.506,4,8.603,24.596
2,8.686,33.255,1,8.590,32.986,3,8.771,33.276,4,8.766,33.362
2,8.96,42.206,1,9.19,42.169,4,9.12,42.390,3,8.95,42.311
