Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Marie-Eve DROLET POSITION,Marie-Eve DROLET LAP TIME,Marie-Eve DROLET ELAPSED TIME,Yulyia YELSAKOVA POSITION,Yulyia YELSAKOVA LAP TIME,Yulyia YELSAKOVA ELAPSED TIME,Anke HARTMANN POSITION,Anke HARTMANN LAP TIME,Anke HARTMANN ELAPSED TIME
1,7.10,7.10,2,7.15,7.15,3,7.40,7.40,4,7.76,7.76
1,9.42,16.53,2,9.43,16.58,3,9.68,17.08,4,9.67,17.43
1,9.08,25.61,3,9.95,26.54,2,9.16,26.25,4,9.27,26.70
1,9.20,34.81,2,8.28,34.82,3,9.48,35.73,4,9.45,36.16
1,9.75,44.552,2,9.78,44.599,3,9.78,45.510,4,9.61,45.765
