DION Pascal POSITION,DION Pascal LAP TIME,DION Pascal ELAPSED TIME,LIM Hyo Jun POSITION,LIM Hyo Jun LAP TIME,LIM Hyo Jun ELAPSED TIME,Artem KOZLOV POSITION,Artem KOZLOV LAP TIME,Artem KOZLOV ELAPSED TIME,AZHGALIYEV Abzal POSITION,AZHGALIYEV Abzal LAP TIME,AZHGALIYEV Abzal ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME
2,6.76,6.76,1,6.66,6.66,3,6.80,6.80,4,7.04,7.04,5,7.36,7.36
4,8.89,15.65,1,8.58,15.24,3,8.74,15.54,2,8.39,15.43,5,8.57,15.93
4,8.22,23.87,1,8.17,23.41,3,8.19,23.73,2,8.16,23.59,5,8.17,24.10
4,8.15,32.02,1,8.26,31.67,3,8.23,31.96,2,8.15,31.74,5,8.18,32.28
4,8.47,40.49,1,8.60,40.27,3,8.41,40.37,2,8.57,40.31,5,8.35,40.63
