Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,PARK Seung-Hi POSITION,PARK Seung-Hi LAP TIME,PARK Seung-Hi ELAPSED TIME,Valeriya REZNIK POSITION,Valeriya REZNIK LAP TIME,Valeriya REZNIK ELAPSED TIME,Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME
1,7.22,7.22,2,7.39,7.39,3,7.51,7.51,4,7.65,7.65
1,9.55,16.77,2,9.66,17.05,3,9.63,17.14,4,9.59,17.24
1,8.96,25.73,2,9.04,26.09,3,9.07,26.21,4,9.05,26.29
1,8.86,34.59,2,8.91,35.00,4,9.59,35.80,3,9.33,35.62
1,9.41,43.998,2,9.31,44.310,0,,PEN,3,9.68,45.300
