Evgenia RADANOVA POSITION,Evgenia RADANOVA LAP TIME,Evgenia RADANOVA ELAPSED TIME,Maaike VOS POSITION,Maaike VOS LAP TIME,Maaike VOS ELAPSED TIME,Marta CAPURSO POSITION,Marta CAPURSO LAP TIME,Marta CAPURSO ELAPSED TIME,Valeriya REZNIK POSITION,Valeriya REZNIK LAP TIME,Valeriya REZNIK ELAPSED TIME
1,7.250,7.250,3,7.420,7.420,2,7.410,7.410,4,7.860,7.860
1,9.820,17.070,3,10.010,17.440,2,9.780,17.200,4,9.620,17.480
1,9.420,26.490,3,9.430,26.870,2,9.300,26.500,4,9.400,26.890
2,9.640,36.130,4,9.470,36.350,1,9.620,36.120,3,9.430,36.320
1,9.950,46.090,3,10.810,47.160,2,10.150,46.270,4,32.570,1:08.900
