LIN Meng POSITION,LIN Meng LAP TIME,LIN Meng ELAPSED TIME,Hitomi SAITO POSITION,Hitomi SAITO LAP TIME,Hitomi SAITO ELAPSED TIME,Katherine REUTTER-ADAMEK POSITION,Katherine REUTTER-ADAMEK LAP TIME,Katherine REUTTER-ADAMEK ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME
2,13.58,13.58,4,13.79,13.79,3,13.69,13.69,1,13.39,13.39
2,10.98,24.56,4,10.95,24.74,3,10.99,24.68,1,11.01,24.40
1,10.05,34.61,4,10.09,34.83,3,10.05,34.73,2,10.32,34.72
1,10.05,44.66,3,10.06,44.89,2,10.07,44.80,4,10.34,45.06
1,10.66,55.32,3,10.62,55.51,2,10.63,55.43,4,10.57,55.63
1,10.33,1:05.65,3,10.28,1:05.79,2,10.25,1:05.68,4,10.48,1:06.11
1,9.81,1:15.46,3,10.12,1:15.91,2,9.87,1:15.55,4,10.11,1:16.22
1,9.92,1:25.38,4,10.90,1:26.81,2,9.95,1:25.50,3,10.41,1:26.63
1,9.96,1:35.337,4,11.07,1:37.873,2,9.99,1:35.487,3,10.78,1:37.404
