Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME,Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME
2,7.04,7.04,1,6.94,6.94,3,7.15,7.15,4,7.25,7.25
3,9.53,16.57,1,9.40,16.34,2,9.27,16.42,4,9.47,16.72
3,8.46,25.03,1,8.54,24.88,2,8.50,24.92,4,8.52,25.24
2,8.71,33.74,1,8.75,33.63,3,8.85,33.77,4,8.68,33.92
2,8.96,42.698,1,8.95,42.573,4,10.65,44.418,3,8.87,42.785
