Jan POSAVEC POSITION,Jan POSAVEC LAP TIME,Jan POSAVEC ELAPSED TIME,Andras SZIKLASI POSITION,Andras SZIKLASI LAP TIME,Andras SZIKLASI ELAPSED TIME,KHALIL Khairil Ridhwan POSITION,KHALIL Khairil Ridhwan LAP TIME,KHALIL Khairil Ridhwan ELAPSED TIME,Bram STEENAART POSITION,Bram STEENAART LAP TIME,Bram STEENAART ELAPSED TIME,ANIKEJ Rafal POSITION,ANIKEJ Rafal LAP TIME,ANIKEJ Rafal ELAPSED TIME
4,7.65,7.65,1,7.04,,5,8.01,8.01,3,7.27,7.27,2,7.14,7.14
4,9.93,17.58,1,9.13,,5,10.08,18.09,3,9.09,16.36,2,9.12,16.26
4,9.67,27.25,3,9.13,,5,9.90,27.99,1,8.76,25.12,2,8.87,25.13
4,9.83,37.08,3,9.03,,5,10.14,38.13,1,9.07,34.19,2,9.18,34.31
3,10.14,47.22,2,9.72,,4,10.31,48.44,1,9.08,43.27,5,32.88,1:07.19
