Eric BEDARD POSITION,Eric BEDARD LAP TIME,Eric BEDARD ELAPSED TIME,Tom IVESON POSITION,Tom IVESON LAP TIME,Tom IVESON ELAPSED TIME,Krystian ZDROJKOWSKI POSITION,Krystian ZDROJKOWSKI LAP TIME,Krystian ZDROJKOWSKI ELAPSED TIME,CHO Nam-Kyu POSITION,CHO Nam-Kyu LAP TIME,CHO Nam-Kyu ELAPSED TIME
1,6.749,6.749,2,6.930,6.930,3,7.032,7.032,4,7.218,7.218
1,9.225,15.974,2,9.233,16.162,3,9.213,16.245,4,9.244,16.461
1,8.904,24.877,3,8.894,25.056,2,8.775,25.019,4,8.669,25.130
1,8.983,33.860,2,8.991,34.047,4,9.100,34.119,3,8.983,34.112
1,9.28,43.137,3,9.24,43.280,4,9.24,43.355,2,9.14,43.245
