Tatiana ZIMOVA POSITION,Tatiana ZIMOVA LAP TIME,Tatiana ZIMOVA ELAPSED TIME,Rozsa DARAZS POSITION,Rozsa DARAZS LAP TIME,Rozsa DARAZS ELAPSED TIME,Evgenia RADANOVA POSITION,Evgenia RADANOVA LAP TIME,Evgenia RADANOVA ELAPSED TIME,Polona PEUNIK POSITION,Polona PEUNIK LAP TIME,Polona PEUNIK ELAPSED TIME
3,16.255,16.255,2,16.236,16.236,1,15.955,15.955,4,16.476,16.476
2,12.729,28.984,3,12.825,29.060,1,12.698,28.653,4,12.673,29.148
2,12.215,41.199,3,12.147,41.207,1,12.200,40.852,4,12.069,41.216
1,10.959,52.157,3,11.103,52.310,2,11.422,52.274,4,11.567,52.783
1,10.235,1:02.392,3,10.402,1:02.711,2,10.208,1:02.481,4,10.839,1:03.621
1,10.229,1:12.621,3,10.097,1:12.807,2,10.175,1:12.656,4,11.072,1:14.692
1,10.329,1:22.949,3,10.253,1:23.059,2,10.334,1:22.989,4,11.148,1:25.840
2,10.454,1:33.402,3,10.348,1:33.407,1,9.831,1:32.819,4,11.334,1:37.173
3,10.67,1:44.072,2,10.59,1:43.997,1,10.57,1:43.385,4,11.81,1:48.983
