Antoine GELINAS- BEAULIEU POSITION,Antoine GELINAS- BEAULIEU LAP TIME,Antoine GELINAS- BEAULIEU ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Peter ANDERL POSITION,Peter ANDERL LAP TIME,Peter ANDERL ELAPSED TIME,Ryosuke SAKAZUME POSITION,Ryosuke SAKAZUME LAP TIME,Ryosuke SAKAZUME ELAPSED TIME
1,6.92,6.92,3,7.09,7.09,4,7.36,7.36,2,7.06,7.06
1,9.01,15.93,2,9.02,16.11,4,9.52,16.89,3,9.32,16.38
1,8.71,24.65,2,8.69,24.80,4,9.25,26.14,3,8.78,25.16
1,8.91,33.56,2,8.92,33.72,4,9.19,35.34,3,8.90,34.06
2,9.13,42.683,1,8.88,42.599,4,9.56,44.899,3,9.23,43.284
