Tyson HEUNG POSITION,Tyson HEUNG LAP TIME,Tyson HEUNG ELAPSED TIME,Kiril PANDOV POSITION,Kiril PANDOV LAP TIME,Kiril PANDOV ELAPSED TIME,Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME
1,6.900,6.900,2,7.020,7.020,3,7.230,7.230
1,9.390,16.300,2,9.420,16.440,3,9.540,16.780
1,8.880,25.180,2,8.900,25.340,3,9.000,25.780
1,9.100,34.280,2,9.110,34.460,3,9.560,35.340
1,9.410,43.700,2,9.480,43.940,3,9.980,45.330
