WANG Xinyue POSITION,WANG Xinyue LAP TIME,WANG Xinyue ELAPSED TIME,Sayuri SHIMIZU POSITION,Sayuri SHIMIZU LAP TIME,Sayuri SHIMIZU ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,THOMSON Kathryn POSITION,THOMSON Kathryn LAP TIME,THOMSON Kathryn ELAPSED TIME
4,7.96,7.96,2,7.54,7.54,1,7.33,7.33,3,7.73,7.73
4,9.95,17.91,2,9.69,17.23,1,9.56,16.89,3,9.92,17.65
4,9.49,27.40,2,9.37,26.60,1,9.26,26.15,3,9.68,27.33
4,9.87,37.27,2,9.52,36.12,1,9.44,35.59,3,9.63,36.96
4,10.13,47.391,2,9.79,45.908,1,9.67,45.253,3,9.91,46.863
