Szandra LAJTOS POSITION,Szandra LAJTOS LAP TIME,Szandra LAJTOS ELAPSED TIME,Ainara EQUISOAIN POSITION,Ainara EQUISOAIN LAP TIME,Ainara EQUISOAIN ELAPSED TIME,Paula BZURA POSITION,Paula BZURA LAP TIME,Paula BZURA ELAPSED TIME,Ottilia SILLO POSITION,Ottilia SILLO LAP TIME,Ottilia SILLO ELAPSED TIME,Veronika WINDISCH POSITION,Veronika WINDISCH LAP TIME,Veronika WINDISCH ELAPSED TIME
1,13.78,13.78,4,14.42,14.42,2,13.88,13.88,5,14.47,14.47,3,14.02,14.02
1,10.87,24.65,4,10.65,25.07,2,10.86,24.74,5,10.62,25.09,3,10.73,24.75
1,10.56,35.21,5,10.72,35.79,2,10.56,35.30,4,10.41,35.50,3,10.56,35.31
1,10.46,45.67,5,10.64,46.43,2,10.50,45.80,4,10.63,46.13,3,10.60,45.91
1,10.17,55.84,5,10.57,57.00,2,10.12,55.92,4,10.17,56.30,3,10.16,56.07
1,10.14,1:05.98,5,10.74,1:07.74,2,10.18,1:06.10,4,10.36,1:06.66,3,10.15,1:06.22
1,9.98,1:15.96,5,11.19,1:18.93,2,9.99,1:16.09,4,10.85,1:17.51,3,9.92,1:16.14
1,9.96,1:25.92,5,11.48,1:30.41,2,9.93,1:26.02,4,11.25,1:28.76,3,9.91,1:26.05
1,10.16,1:36.072,5,11.86,1:42.268,2,10.15,1:36.170,4,11.93,1:40.686,3,10.16,1:36.208
