Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,LIN Yue POSITION,LIN Yue LAP TIME,LIN Yue ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME
1,7.18,7.18,2,7.33,7.33,4,7.62,7.62,5,7.74,7.74,3,7.61,7.61
1,9.44,16.62,2,9.37,16.70,4,9.31,16.93,5,9.42,17.16,3,9.22,16.83
2,8.90,25.52,1,8.80,25.50,4,8.86,25.79,5,8.92,26.08,3,8.80,25.63
2,9.02,34.54,1,8.96,34.46,4,8.96,34.75,5,8.99,35.07,3,9.00,34.63
1,9.13,43.663,2,9.24,43.696,4,9.21,43.944,5,9.24,44.295,3,9.12,43.735
