WATANABE Keita POSITION,WATANABE Keita LAP TIME,WATANABE Keita ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,Ronald CALDECUTT POSITION,Ronald CALDECUTT LAP TIME,Ronald CALDECUTT ELAPSED TIME,Viktor KOROLOV POSITION,Viktor KOROLOV LAP TIME,Viktor KOROLOV ELAPSED TIME
2,7.32,7.32,1,7.02,7.02,4,7.46,7.46,3,7.33,7.33
2,9.29,16.61,1,9.17,16.19,4,9.55,17.01,3,9.66,16.99
2,8.93,25.54,1,8.94,25.13,4,9.59,26.60,3,9.38,26.37
2,8.98,34.52,1,8.95,34.08,4,9.67,36.27,3,9.28,35.65
2,8.98,43.491,1,9.09,43.165,4,9.59,45.859,3,9.50,45.145
