KIM Byeong Jun POSITION,KIM Byeong Jun LAP TIME,KIM Byeong Jun ELAPSED TIME,Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME
1,6.91,6.91,2,7.37,7.37,3,7.49,7.49,4,7.67,7.67
1,9.19,16.10,2,9.56,16.93,4,29.24,36.73,3,9.34,17.01
1,8.73,24.83,2,8.96,25.89,4,11.27,48.00,3,8.96,25.97
1,8.80,33.63,2,9.09,34.98,4,9.97,57.97,3,9.08,35.05
1,9.04,42.667,2,9.36,44.332,4,10.05,1:08.019,3,9.74,44.781
