NOH Jinkyu POSITION,NOH Jinkyu LAP TIME,NOH Jinkyu ELAPSED TIME,Nicola RODIGARI POSITION,Nicola RODIGARI LAP TIME,Nicola RODIGARI ELAPSED TIME,LIU Xianwei POSITION,LIU Xianwei LAP TIME,LIU Xianwei ELAPSED TIME,Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME,Francois HAMELIN POSITION,Francois HAMELIN LAP TIME,Francois HAMELIN ELAPSED TIME
3,12.60,12.60,4,12.66,12.66,1,12.41,12.41,5,12.76,12.76,2,12.50,12.50
5,10.25,22.85,4,10.15,22.81,1,10.16,22.57,3,10.00,22.76,2,10.17,22.67
5,9.94,32.79,2,9.67,32.48,1,9.82,32.39,4,9.92,32.68,3,9.90,32.57
5,9.40,42.19,2,9.48,41.96,1,9.50,41.89,4,9.49,42.17,3,9.50,42.07
5,9.37,51.56,2,9.34,51.30,1,9.33,51.22,4,9.35,51.52,3,9.33,51.40
5,9.40,1:00.96,2,9.42,1:00.72,1,9.41,1:00.63,4,9.38,1:00.90,3,9.39,1:00.79
4,9.26,1:10.22,3,9.44,1:10.16,1,9.45,1:10.08,5,9.45,1:10.35,2,9.36,1:10.15
1,9.20,1:19.42,4,9.60,1:19.76,2,9.48,1:19.56,5,9.60,1:19.95,3,9.44,1:19.59
1,9.44,1:28.860,3,9.92,1:29.679,0,,PEN,4,9.74,1:29.683,2,10.02,1:29.604
