SIGHEL Arianna POSITION,SIGHEL Arianna LAP TIME,SIGHEL Arianna ELAPSED TIME,PARK Jung Hyun POSITION,PARK Jung Hyun LAP TIME,PARK Jung Hyun ELAPSED TIME,Aafke SOET POSITION,Aafke SOET LAP TIME,Aafke SOET ELAPSED TIME,Melanie BRANTNER POSITION,Melanie BRANTNER LAP TIME,Melanie BRANTNER ELAPSED TIME
2,14.29,14.29,1,14.19,14.19,3,14.32,14.32,4,14.74,14.74
1,10.73,25.02,2,10.85,25.04,3,10.77,25.09,4,11.18,25.92
2,10.38,35.40,1,10.26,35.30,3,10.43,35.52,4,11.03,36.95
2,10.18,45.58,1,10.19,45.49,3,10.22,45.74,4,11.07,48.02
2,10.29,55.87,1,10.33,55.82,3,10.14,55.88,4,11.16,59.18
2,10.22,1:06.09,1,10.19,1:06.01,3,10.43,1:06.31,4,11.47,1:10.65
2,10.49,1:16.58,1,9.92,1:15.93,3,10.30,1:16.61,4,11.72,1:22.37
2,10.59,1:27.17,1,10.08,1:26.01,3,10.64,1:27.25,4,11.87,1:34.24
2,10.94,1:38.102,1,10.33,1:36.331,3,11.06,1:38.302,4,12.04,1:46.275
