CHOI Min Jeong POSITION,CHOI Min Jeong LAP TIME,CHOI Min Jeong ELAPSED TIME,THOMSON Kathryn POSITION,THOMSON Kathryn LAP TIME,THOMSON Kathryn ELAPSED TIME,HIRAI Ami POSITION,HIRAI Ami LAP TIME,HIRAI Ami ELAPSED TIME,Audrey PHANEUF POSITION,Audrey PHANEUF LAP TIME,Audrey PHANEUF ELAPSED TIME
3,7.45,7.45,2,7.09,7.09,1,7.04,7.04,4,7.70,7.70
1,9.56,17.01,2,10.12,17.21,3,10.29,17.33,4,9.82,17.52
1,8.90,25.91,2,9.38,26.59,3,9.41,26.74,4,9.25,26.77
1,8.71,34.62,2,9.43,36.02,4,9.73,36.47,3,9.31,36.08
1,9.48,44.096,3,9.48,45.498,4,9.88,46.346,2,9.42,45.496
