Volodymyr GRYGORIEV POSITION,Volodymyr GRYGORIEV LAP TIME,Volodymyr GRYGORIEV ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME,LI Haonan POSITION,LI Haonan LAP TIME,LI Haonan ELAPSED TIME,Cees JUFFERMANS POSITION,Cees JUFFERMANS LAP TIME,Cees JUFFERMANS ELAPSED TIME
3,14.898,14.898,4,14.906,14.906,1,14.753,14.753,2,14.821,14.821
4,11.671,26.568,3,11.346,26.252,2,11.439,26.191,1,11.204,26.024
3,10.902,37.470,4,14.748,41.000,2,10.879,37.069,1,10.908,36.931
4,9.900,47.370,3,6.139,47.139,1,9.970,47.039,2,10.166,47.097
4,9.638,57.007,2,9.609,56.747,3,9.782,56.820,1,9.590,56.687
4,9.512,1:06.518,3,9.587,1:06.334,1,9.305,1:06.125,2,9.625,1:06.311
4,9.734,1:16.252,1,9.625,1:15.959,3,10.126,1:16.250,2,9.714,1:16.025
4,9.263,1:25.514,2,9.271,1:25.230,3,9.086,1:25.336,1,8.907,1:24.932
4,9.32,1:34.829,1,9.23,1:34.460,2,9.19,1:34.519,3,9.71,1:34.635
