Marta CAPURSO POSITION,Marta CAPURSO LAP TIME,Marta CAPURSO ELAPSED TIME,Amanda OVERLAND POSITION,Amanda OVERLAND LAP TIME,Amanda OVERLAND ELAPSED TIME,Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,Katherine REUTTER-ADAMEK POSITION,Katherine REUTTER-ADAMEK LAP TIME,Katherine REUTTER-ADAMEK ELAPSED TIME
1,7.247,7.247,4,7.756,7.756,3,7.556,7.556,2,7.508,7.508
2,9.678,16.925,4,9.680,17.436,1,9.195,16.751,3,9.749,17.257
2,9.134,26.059,4,9.292,26.728,1,9.218,25.969,3,9.135,26.391
1,9.269,35.328,4,9.409,36.137,2,9.367,35.336,3,9.137,35.528
3,10.013,45.340,4,9.502,45.638,2,9.809,45.145,1,9.564,45.092
