VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME,Margriet de SCHUTTER POSITION,Margriet de SCHUTTER LAP TIME,Margriet de SCHUTTER ELAPSED TIME,Susanne RUDOLPH POSITION,Susanne RUDOLPH LAP TIME,Susanne RUDOLPH ELAPSED TIME
1,7.34,7.34,3,7.93,7.93,2,7.47,7.47
2,9.87,17.22,3,10.17,18.10,1,9.74,17.21
1,9.50,26.72,3,9.54,27.65,2,9.75,26.96
1,9.74,36.46,3,9.85,37.50,2,9.56,36.52
1,10.10,46.557,3,9.77,47.264,2,10.07,46.587
