Satoshi SAKASHITA POSITION,Satoshi SAKASHITA LAP TIME,Satoshi SAKASHITA ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,Eduardo ALVAREZ POSITION,Eduardo ALVAREZ LAP TIME,Eduardo ALVAREZ ELAPSED TIME,Petr HARGAS POSITION,Petr HARGAS LAP TIME,Petr HARGAS ELAPSED TIME
1,6.91,6.91,3,7.20,7.20,2,7.02,7.02,4,7.33,7.33
1,8.90,15.81,3,8.97,16.17,2,8.95,15.97,4,9.06,16.39
1,8.61,24.42,3,8.61,24.78,2,8.58,24.55,4,8.76,25.15
1,8.87,33.29,3,8.79,33.57,2,8.82,33.37,4,8.95,34.10
1,9.11,42.400,3,8.98,42.550,2,9.10,42.462,4,9.31,43.401
