Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME,Jordan MALONE POSITION,Jordan MALONE LAP TIME,Jordan MALONE ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,HAN Jialiang POSITION,HAN Jialiang LAP TIME,HAN Jialiang ELAPSED TIME
1,13.16,13.16,4,13.42,13.42,3,13.40,13.40,2,13.35,13.35
3,10.00,23.16,1,9.61,23.04,2,9.67,23.08,4,9.84,23.19
4,9.49,32.66,1,9.37,32.42,3,9.54,32.62,2,9.32,32.52
4,9.70,42.36,3,9.85,42.27,1,9.55,42.18,2,9.67,42.20
4,10.24,52.61,1,9.68,51.96,3,10.05,52.23,2,9.82,52.03
4,9.56,1:02.17,2,9.55,1:01.51,3,9.34,1:01.57,1,9.48,1:01.51
4,9.51,1:11.68,1,9.30,1:10.81,3,9.36,1:10.93,2,9.32,1:10.84
4,9.75,1:21.44,1,9.50,1:20.32,3,9.61,1:20.55,2,9.49,1:20.33
3,10.34,1:31.779,0,,DQ,2,9.67,1:30.219,1,9.62,1:29.942
