KIM Ryong Chol POSITION,KIM Ryong Chol LAP TIME,KIM Ryong Chol ELAPSED TIME,Jose CAVALLI POSITION,Jose CAVALLI LAP TIME,Jose CAVALLI ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,GONG Qiuwen POSITION,GONG Qiuwen LAP TIME,GONG Qiuwen ELAPSED TIME
4,7.40,7.40,2,7.12,7.12,3,7.22,7.22,1,7.03,7.03
4,9.35,16.75,3,9.51,16.63,2,9.28,16.50,1,9.00,16.03
4,9.15,25.90,3,9.19,25.82,2,8.65,25.15,1,8.67,24.70
4,9.19,35.09,3,9.12,34.94,2,8.73,33.88,1,8.83,33.53
4,9.42,44.510,3,9.52,44.457,2,8.85,42.727,1,9.02,42.543
