Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME,GONG Qiuwen POSITION,GONG Qiuwen LAP TIME,GONG Qiuwen ELAPSED TIME,Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,Pavel RYBAKOV POSITION,Pavel RYBAKOV LAP TIME,Pavel RYBAKOV ELAPSED TIME,Bence BERES POSITION,Bence BERES LAP TIME,Bence BERES ELAPSED TIME
1,6.79,6.79,2,6.91,6.91,3,7.00,7.00,5,16.12,16.12,4,7.17,7.17
1,9.00,15.79,2,8.98,15.89,3,8.99,15.99,5,14.62,30.74,4,9.00,16.17
1,8.47,24.26,2,8.46,24.35,3,8.53,24.52,5,9.89,40.63,4,8.59,24.76
1,8.48,32.74,2,8.50,32.85,3,8.70,33.22,5,9.53,50.16,4,8.86,33.62
1,8.61,41.345,2,8.70,41.544,3,8.88,42.097,5,9.94,1:00.092,4,9.17,42.781
