YANG Shin-Young POSITION,YANG Shin-Young LAP TIME,YANG Shin-Young ELAPSED TIME,LI Jianrou POSITION,LI Jianrou LAP TIME,LI Jianrou ELAPSED TIME,Lana GEHRING POSITION,Lana GEHRING LAP TIME,Lana GEHRING ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME
2,13.62,13.62,1,13.56,13.56,4,13.77,13.77,3,13.71,13.71
2,10.73,24.35,1,10.72,24.28,4,10.83,24.60,3,10.75,24.46
1,10.48,34.83,2,10.56,34.84,4,10.38,34.98,3,10.52,34.98
2,10.09,44.92,3,10.21,45.05,1,9.73,44.71,4,10.29,45.27
2,9.55,54.47,3,9.55,54.60,1,9.66,54.37,4,9.50,54.77
3,9.85,1:04.32,2,9.68,1:04.28,1,9.85,1:04.22,4,9.61,1:04.38
2,9.70,1:14.02,1,9.60,1:13.88,3,9.94,1:14.16,4,9.93,1:14.31
2,9.74,1:23.76,1,9.76,1:23.64,3,9.98,1:24.14,4,9.89,1:24.20
2,9.86,1:33.616,1,9.89,1:33.524,4,10.42,1:34.557,3,9.84,1:34.036
