JIN Sun-Yu POSITION,JIN Sun-Yu LAP TIME,JIN Sun-Yu ELAPSED TIME,Allison BAVER POSITION,Allison BAVER LAP TIME,Allison BAVER ELAPSED TIME,ZHOU Yang POSITION,ZHOU Yang LAP TIME,ZHOU Yang ELAPSED TIME,JUNG Eun-Ju POSITION,JUNG Eun-Ju LAP TIME,JUNG Eun-Ju ELAPSED TIME
1,13.151,13.151,3,13.449,13.449,4,13.594,13.594,2,13.224,13.224
1,10.064,23.215,2,9.863,23.312,4,9.961,23.555,3,10.094,23.318
1,9.699,32.913,3,9.743,33.055,4,9.743,33.298,2,9.716,33.033
1,9.736,42.649,3,9.801,42.856,4,9.813,43.111,2,9.757,42.790
1,9.929,52.578,3,9.796,52.652,4,9.708,52.819,2,9.837,52.627
1,9.721,1:02.299,3,9.728,1:02.380,4,9.611,1:02.429,2,9.692,1:02.319
1,9.480,1:11.779,3,9.607,1:11.986,4,9.651,1:12.081,2,9.637,1:11.956
1,9.425,1:21.203,3,9.403,1:21.390,4,9.541,1:21.621,2,9.418,1:21.374
1,9.647,1:30.851,4,24.243,1:45.633,3,10.949,1:32.571,2,9.594,1:30.968
