Maria GARCIA POSITION,Maria GARCIA LAP TIME,Maria GARCIA ELAPSED TIME,Daniela VLAEVA POSITION,Daniela VLAEVA LAP TIME,Daniela VLAEVA ELAPSED TIME,Amelie GOULET-NADON POSITION,Amelie GOULET-NADON LAP TIME,Amelie GOULET-NADON ELAPSED TIME,Aika KLEIN POSITION,Aika KLEIN LAP TIME,Aika KLEIN ELAPSED TIME
1,13.580,13.580,2,13.771,13.771,4,14.138,14.138,3,13.805,13.805
3,11.324,24.903,2,10.960,24.730,4,10.805,24.942,1,10.904,24.708
1,11.169,36.072,2,11.438,36.167,4,11.413,36.355,3,11.534,36.242
2,11.089,47.160,3,11.015,47.182,4,10.886,47.241,1,10.851,47.093
3,10.596,57.756,4,10.682,57.863,1,10.344,57.585,2,10.553,57.646
3,9.983,1:07.739,4,10.098,1:07.961,2,10.122,1:07.707,1,10.059,1:07.704
3,10.107,1:17.846,4,10.170,1:18.130,2,10.006,1:17.713,1,9.971,1:17.675
3,10.065,1:27.910,4,9.855,1:27.985,2,10.027,1:27.739,1,9.973,1:27.647
3,10.48,1:38.390,4,10.56,1:38.539,1,10.24,1:37.975,2,10.43,1:38.074
