Guillaume BASTILLE POSITION,Guillaume BASTILLE LAP TIME,Guillaume BASTILLE ELAPSED TIME,Rafal GRYCNER POSITION,Rafal GRYCNER LAP TIME,Rafal GRYCNER ELAPSED TIME,Yoshiaki OGURO POSITION,Yoshiaki OGURO LAP TIME,Yoshiaki OGURO ELAPSED TIME,SEO Yi Ra POSITION,SEO Yi Ra LAP TIME,SEO Yi Ra ELAPSED TIME,Yonaton Spencer SUBIN POSITION,Yonaton Spencer SUBIN LAP TIME,Yonaton Spencer SUBIN ELAPSED TIME
1,12.78,12.78,4,13.02,13.02,3,12.96,12.96,2,12.86,12.86,5,13.16,13.16
2,10.15,22.93,4,10.14,23.16,3,10.11,23.07,1,10.01,22.87,5,10.15,23.31
2,9.73,32.66,4,9.63,32.79,3,9.68,32.75,1,9.70,32.57,5,9.75,33.06
2,9.62,42.28,4,9.67,42.46,3,9.63,42.38,1,9.61,42.18,5,9.79,42.85
2,9.43,51.71,4,9.48,51.94,3,9.45,51.83,1,9.46,51.64,5,10.00,52.85
2,9.33,1:01.04,4,9.33,1:01.27,3,9.33,1:01.16,1,9.31,1:00.95,5,10.27,1:03.12
2,9.10,1:10.14,4,9.23,1:10.50,3,9.09,1:10.25,1,9.10,1:10.05,5,10.43,1:13.55
2,8.94,1:19.08,4,9.38,1:19.88,3,8.94,1:19.19,1,8.90,1:18.95,5,10.81,1:24.36
2,8.91,1:27.983,4,9.56,1:29.440,3,8.89,1:28.073,1,8.89,1:27.831,5,10.97,1:35.327
