Maria GARCIA POSITION,Maria GARCIA LAP TIME,Maria GARCIA ELAPSED TIME,Veronika WINDISCH POSITION,Veronika WINDISCH LAP TIME,Veronika WINDISCH ELAPSED TIME,Olesya OSKINA POSITION,Olesya OSKINA LAP TIME,Olesya OSKINA ELAPSED TIME,Mara ZINI POSITION,Mara ZINI LAP TIME,Mara ZINI ELAPSED TIME,Anouk LEBLANC-BOUCHER POSITION,Anouk LEBLANC-BOUCHER LAP TIME,Anouk LEBLANC-BOUCHER ELAPSED TIME
5,14.260,14.260,2,13.886,13.886,4,13.967,13.967,1,13.778,13.778,3,13.916,13.916
5,10.776,25.035,2,10.778,24.664,3,10.769,24.735,1,10.689,24.466,4,10.840,24.755
5,10.547,35.582,1,10.487,35.150,3,10.544,35.279,2,10.698,35.164,4,10.666,35.420
5,9.875,45.456,1,9.695,44.845,4,9.854,45.133,2,9.808,44.972,3,9.655,45.075
5,9.909,55.365,4,10.282,55.127,3,9.927,55.059,1,9.811,54.782,2,9.918,54.992
4,9.890,1:05.254,3,9.957,1:05.083,2,9.972,1:05.031,1,10.147,1:04.929,5,21.318,1:16.309
4,10.149,1:15.403,2,10.130,1:15.213,3,10.360,1:15.390,1,10.034,1:14.962,5,32.896,1:49.205
3,10.160,1:25.562,2,9.998,1:25.210,4,10.495,1:25.884,1,10.011,1:24.973,5,21.896,2:11.100
2,10.51,1:36.069,1,10.51,1:35.713,3,10.67,1:36.548,0,,DQ,4,19.62,2:30.716
