Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,Keith CARROLL POSITION,Keith CARROLL LAP TIME,Keith CARROLL ELAPSED TIME,JIN Liang POSITION,JIN Liang LAP TIME,JIN Liang ELAPSED TIME,John-Henry KRUEGER POSITION,John-Henry KRUEGER LAP TIME,John-Henry KRUEGER ELAPSED TIME,OLAH Bence POSITION,OLAH Bence LAP TIME,OLAH Bence ELAPSED TIME
2,12.53,12.53,1,12.45,12.45,3,12.67,12.67,4,12.77,12.77,5,12.87,12.87
2,9.97,22.50,1,9.99,22.44,3,9.98,22.65,4,9.99,22.76,5,10.00,22.87
2,9.69,32.19,1,9.73,32.17,4,9.71,32.36,3,9.57,32.33,5,9.61,32.48
1,9.28,41.47,1,9.30,41.47,4,9.41,41.77,3,9.30,41.63,5,9.42,41.90
1,9.09,50.56,3,9.21,50.68,4,9.06,50.83,2,9.04,50.67,5,9.06,50.96
1,9.19,59.75,3,9.30,59.98,5,9.26,1:00.09,2,9.16,59.83,4,9.11,1:00.07
1,8.95,1:08.70,3,8.93,1:08.91,5,9.03,1:09.12,2,8.94,1:08.77,4,8.98,1:09.05
1,8.79,1:17.49,3,8.83,1:17.74,5,8.87,1:17.99,2,8.83,1:17.60,4,8.90,1:17.95
1,8.67,1:26.152,3,8.89,1:26.610,5,9.43,1:27.388,2,8.64,1:26.223,4,9.18,1:27.106
