REN Ziwei POSITION,REN Ziwei LAP TIME,REN Ziwei ELAPSED TIME,CHU Sidney K POSITION,CHU Sidney K LAP TIME,CHU Sidney K ELAPSED TIME,Jack WHELBOURNE POSITION,Jack WHELBOURNE LAP TIME,Jack WHELBOURNE ELAPSED TIME,Keith CARROLL POSITION,Keith CARROLL LAP TIME,Keith CARROLL ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME
1,6.87,6.87,5,7.56,7.56,2,6.99,6.99,3,7.09,7.09,4,7.21,
1,8.76,15.63,5,9.67,17.23,2,8.81,15.80,3,8.83,15.92,4,8.80,
1,8.39,24.02,5,9.26,26.49,2,8.34,24.14,3,8.31,24.23,4,8.27,
1,8.43,32.45,4,9.41,35.90,5,22.14,46.28,2,8.52,32.75,3,8.97,
1,8.75,41.20,4,9.72,45.62,5,15.44,1:01.72,2,8.56,41.31,3,9.16,
