Evgenia RADANOVA POSITION,Evgenia RADANOVA LAP TIME,Evgenia RADANOVA ELAPSED TIME,Safiya VLASOVA POSITION,Safiya VLASOVA LAP TIME,Safiya VLASOVA ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,Yulyia YELSAKOVA POSITION,Yulyia YELSAKOVA LAP TIME,Yulyia YELSAKOVA ELAPSED TIME
1,7.240,7.240,4,8.000,8.000,3,7.660,7.660,2,7.410,7.410
1,10.000,17.240,3,10.620,18.630,2,10.170,17.830,4,17.850,25.270
1,9.640,26.890,3,10.190,28.820,2,9.440,27.280,4,11.130,36.400
1,9.610,36.510,3,10.510,39.340,2,9.730,37.010,4,11.070,47.470
1,9.870,46.380,3,10.590,49.940,2,9.910,46.920,4,10.820,58.300
