KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,John-Henry KRUEGER POSITION,John-Henry KRUEGER LAP TIME,John-Henry KRUEGER ELAPSED TIME
1,12.76,12.76,5,13.19,13.19,2,12.88,,4,13.10,13.10,3,12.99,12.99
1,9.66,22.42,5,9.56,22.75,3,9.64,,4,9.53,22.63,2,9.44,22.43
2,8.98,31.40,5,8.96,31.71,3,9.02,,4,9.01,31.64,1,8.89,31.32
2,9.15,40.55,5,9.15,40.86,3,9.13,,4,9.14,40.78,1,9.15,40.47
2,9.16,49.71,5,9.12,49.98,3,9.10,,4,9.11,49.89,1,9.13,49.60
2,9.12,58.83,5,9.07,59.05,3,9.14,,4,9.12,59.01,1,9.15,58.75
2,9.08,1:07.91,4,9.23,1:08.28,3,9.07,,5,10.71,1:09.72,1,9.07,1:07.82
3,9.28,1:17.19,4,8.97,1:17.25,1,9.06,,5,10.54,1:20.26,2,9.30,1:17.12
1,,1:26.276,3,9.31,1:26.544,1,8.98,,4,10.60,1:30.837,2,,1:26.292
