Stephanie BOUVIER POSITION,Stephanie BOUVIER LAP TIME,Stephanie BOUVIER ELAPSED TIME,Kira FLING POSITION,Kira FLING LAP TIME,Kira FLING ELAPSED TIME,Amanda OVERLAND POSITION,Amanda OVERLAND LAP TIME,Amanda OVERLAND ELAPSED TIME,FU Tian Yu POSITION,FU Tian Yu LAP TIME,FU Tian Yu ELAPSED TIME
2,,16.963,4,,17.900,3,,17.288,1,,16.751
2,9.310,26.272,4,9.799,27.699,3,9.303,26.591,1,9.394,26.145
2,9.541,35.813,3,9.864,37.562,4,30.330,56.920,1,9.531,35.675
2,9.89,45.698,3,10.42,47.975,4,15.82,1:12.737,1,9.88,45.554
