van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME,Alica PORUBSKA POSITION,Alica PORUBSKA LAP TIME,Alica PORUBSKA ELAPSED TIME,WALTER Bianca POSITION,WALTER Bianca LAP TIME,WALTER Bianca ELAPSED TIME,Katerina NOVOTNA POSITION,Katerina NOVOTNA LAP TIME,Katerina NOVOTNA ELAPSED TIME
1,7.25,7.25,2,7.62,7.62,3,7.89,7.89,4,8.03,8.03
1,9.56,16.81,2,9.73,17.35,3,9.77,17.66,4,9.87,17.90
1,9.18,25.99,2,9.24,26.59,3,9.08,26.74,4,9.47,27.37
1,9.43,35.42,2,9.36,35.95,3,9.31,36.05,4,9.64,37.01
1,9.59,45.004,2,9.49,45.434,3,9.47,45.514,4,9.87,46.871
