PIVIROTTO Ryan POSITION,PIVIROTTO Ryan LAP TIME,PIVIROTTO Ryan ELAPSED TIME,Hironobu MURATAKE POSITION,Hironobu MURATAKE LAP TIME,Hironobu MURATAKE ELAPSED TIME,Sean McANUFF POSITION,Sean McANUFF LAP TIME,Sean McANUFF ELAPSED TIME,Simon FRANCIS POSITION,Simon FRANCIS LAP TIME,Simon FRANCIS ELAPSED TIME,Tunay SIMSEK POSITION,Tunay SIMSEK LAP TIME,Tunay SIMSEK ELAPSED TIME
1,7.10,7.10,2,7.21,7.21,3,7.25,7.25,4,7.37,7.37,5,7.68,7.68
1,9.05,16.15,2,9.07,16.28,3,9.23,16.48,4,9.23,16.60,5,9.24,16.92
1,8.54,24.69,2,8.52,24.80,3,8.74,25.22,4,8.72,25.32,5,8.84,25.76
1,8.60,33.29,2,8.67,33.47,3,8.95,34.17,4,8.94,34.26,5,8.89,34.65
1,8.75,42.04,2,8.92,42.39,3,9.13,43.292,4,9.20,43.446,5,9.08,43.711
