SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME,MALAGICH Emina POSITION,MALAGICH Emina LAP TIME,MALAGICH Emina ELAPSED TIME,Jacqueline CHEN POSITION,Jacqueline CHEN LAP TIME,Jacqueline CHEN ELAPSED TIME,Samra SELIMBEGOVIC POSITION,Samra SELIMBEGOVIC LAP TIME,Samra SELIMBEGOVIC ELAPSED TIME
1,7.49,7.49,2,7.63,7.63,3,7.80,7.80,4,8.19,8.19
2,10.04,17.53,1,9.74,17.37,3,9.89,17.69,4,10.54,18.73
2,9.55,27.08,1,9.50,26.87,3,9.49,27.18,4,10.42,29.15
2,9.77,36.85,1,9.57,36.44,3,9.79,36.97,4,10.74,39.89
2,10.10,46.947,1,9.90,46.331,3,10.10,47.063,4,11.39,51.277
