Viacheslav KURGINIAN POSITION,Viacheslav KURGINIAN LAP TIME,Viacheslav KURGINIAN ELAPSED TIME,Milos VIGAS POSITION,Milos VIGAS LAP TIME,Milos VIGAS ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Tyson HEUNG POSITION,Tyson HEUNG LAP TIME,Tyson HEUNG ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME
1,12.090,12.090,5,12.500,12.500,4,12.350,12.350,2,12.170,12.170,3,12.310,12.310,6,12.790,12.790
1,9.640,21.730,5,9.590,22.090,4,9.560,21.910,2,9.590,21.760,3,9.550,21.860,6,9.590,22.390
1,9.280,31.020,5,9.300,31.400,3,9.160,31.080,2,9.270,31.040,4,9.300,31.170,6,9.290,31.680
2,9.390,40.410,5,9.290,40.690,3,9.450,40.540,1,9.350,40.390,4,9.370,40.540,6,9.560,41.250
2,9.340,49.760,5,9.560,50.250,3,9.510,50.050,1,9.290,49.680,4,9.520,50.070,6,9.930,51.190
2,9.370,59.130,5,9.520,59.770,4,9.520,59.570,1,9.310,59.000,3,9.260,59.340,6,10.160,1:01.350
3,9.640,1:08.780,4,9.670,1:09.450,5,10.010,1:09.590,1,9.510,1:08.510,2,9.370,1:08.710,6,10.350,1:11.700
2,9.640,1:18.420,4,10.300,1:19.760,5,11.460,1:21.050,1,9.880,1:18.390,3,9.820,1:18.530,6,10.650,1:22.360
1,9.920,1:28.350,4,10.670,1:30.430,5,11.480,1:32.530,2,10.000,1:28.400,3,9.940,1:28.480,6,10.760,1:33.130
