WALTER Bianca POSITION,WALTER Bianca LAP TIME,WALTER Bianca ELAPSED TIME,FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,Rozsa DARAZS POSITION,Rozsa DARAZS LAP TIME,Rozsa DARAZS ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME
2,14.20,14.20,1,14.13,14.13,3,14.30,14.30,4,14.62,14.62
2,11.32,25.52,1,11.30,25.43,3,11.34,25.64,4,11.19,25.81
2,10.97,36.49,1,10.99,36.42,3,10.98,36.62,4,10.94,36.75
2,10.75,47.24,1,10.70,47.12,3,10.71,47.33,4,10.75,47.50
2,10.37,57.61,1,10.41,57.53,3,10.35,57.68,4,10.43,57.93
2,10.11,1:07.72,1,10.11,1:07.64,3,10.14,1:07.82,4,10.21,1:08.14
2,9.85,1:17.57,1,9.81,1:17.45,3,9.89,1:17.71,4,11.15,1:19.29
2,9.68,1:27.25,1,9.73,1:27.18,3,9.76,1:27.47,4,12.88,1:32.17
2,9.87,1:37.118,1,9.75,1:36.930,3,9.98,1:37.441,4,14.27,1:46.432
