Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME,Semen ELISTRATOV POSITION,Semen ELISTRATOV LAP TIME,Semen ELISTRATOV ELAPSED TIME,Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,SIN da Woon POSITION,SIN da Woon LAP TIME,SIN da Woon ELAPSED TIME
4,13.28,13.28,1,13.01,13.01,2,13.09,13.09,3,13.21,13.21,5,13.41,13.41
4,9.78,23.06,1,9.76,22.77,2,9.78,22.87,3,9.77,22.98,5,9.65,23.06
5,9.37,32.43,1,9.24,32.01,2,9.22,32.09,4,9.35,32.33,3,9.14,32.20
5,9.18,41.61,1,9.21,41.22,2,9.22,41.31,4,9.19,41.52,3,9.21,41.41
5,9.13,50.74,1,9.06,50.28,2,9.06,50.37,4,9.11,50.63,3,9.08,50.49
5,8.87,59.61,1,8.87,59.15,2,8.88,59.25,4,8.89,59.52,3,8.86,59.35
5,9.18,1:08.79,1,8.74,1:07.89,2,8.75,1:08.00,4,8.73,1:08.25,3,8.73,1:08.08
5,9.63,1:18.42,1,8.80,1:16.69,2,8.84,1:16.84,4,8.89,1:17.14,3,8.84,1:16.92
5,10.15,1:28.564,1,8.94,1:25.630,2,8.90,1:25.733,4,9.18,1:26.317,3,9.00,1:25.915
