SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME,LEE Jung Su POSITION,LEE Jung Su LAP TIME,LEE Jung Su ELAPSED TIME,Armstrong LAZENBY POSITION,Armstrong LAZENBY LAP TIME,Armstrong LAZENBY ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,YANG Jin POSITION,YANG Jin LAP TIME,YANG Jin ELAPSED TIME
3,7.25,7.25,1,6.87,6.87,4,7.46,7.46,5,7.73,7.73,2,7.16,7.16
3,9.24,16.49,1,9.14,16.01,4,9.54,17.00,5,9.54,17.27,2,9.01,16.17
3,8.86,25.35,1,8.82,24.83,5,9.17,26.17,4,8.77,26.04,2,8.72,24.89
3,8.91,34.26,1,8.87,33.70,5,9.36,35.53,4,8.79,34.83,2,8.92,33.81
3,9.08,43.335,1,9.11,42.804,5,9.62,45.143,4,8.91,43.734,2,9.05,42.858
