Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,J P KEPKA POSITION,J P KEPKA LAP TIME,J P KEPKA ELAPSED TIME,Francois-Louis TREMBLAY POSITION,Francois-Louis TREMBLAY LAP TIME,Francois-Louis TREMBLAY ELAPSED TIME,Mathieu TURCOTTE POSITION,Mathieu TURCOTTE LAP TIME,Mathieu TURCOTTE ELAPSED TIME
4,6.940,6.940,1,6.349,6.349,2,6.426,6.426,3,6.581,6.581
4,9.151,16.091,2,9.314,15.663,3,9.330,15.756,1,8.644,15.225
4,8.680,24.771,2,8.507,24.170,3,8.622,24.378,1,8.887,24.111
2,8.365,33.136,1,8.815,32.984,3,8.789,33.166,4,18.133,42.244
3,9.29,42.419,1,9.35,42.329,2,9.20,42.365,4,29.53,1:11.773
