Claudio RINALDI POSITION,Claudio RINALDI LAP TIME,Claudio RINALDI ELAPSED TIME,Robert BECKER POSITION,Robert BECKER LAP TIME,Robert BECKER ELAPSED TIME,Jakub JAWORSKI POSITION,Jakub JAWORSKI LAP TIME,Jakub JAWORSKI ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME
1,6.68,6.68,2,6.95,6.95,4,7.22,7.22,3,7.16,7.16
1,9.34,16.03,2,9.18,16.14,4,9.18,16.40,3,9.13,16.30
1,8.62,24.66,2,8.71,24.86,4,8.63,25.03,3,8.69,24.99
1,8.80,33.46,2,8.70,33.56,4,8.70,33.74,3,8.66,33.66
1,9.22,42.676,2,9.26,42.819,3,9.27,43.007,4,9.44,43.099
