Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,SONG Kyung-Taek POSITION,SONG Kyung-Taek LAP TIME,SONG Kyung-Taek ELAPSED TIME,Volodymyr CHERNEGA POSITION,Volodymyr CHERNEGA LAP TIME,Volodymyr CHERNEGA ELAPSED TIME,Cees JUFFERMANS POSITION,Cees JUFFERMANS LAP TIME,Cees JUFFERMANS ELAPSED TIME
3,6.737,6.737,2,6.631,6.631,4,6.912,6.912,1,6.567,6.567
2,9.154,15.890,1,8.971,15.602,3,9.059,15.970,4,9.458,16.025
3,8.802,24.691,1,8.539,24.140,4,8.847,24.817,2,8.538,24.562
2,8.771,33.461,1,8.897,33.036,4,8.900,33.717,3,9.093,33.655
2,9.07,42.529,1,9.40,42.430,4,9.36,43.073,3,9.05,42.696
