Kim BOUTIN POSITION,Kim BOUTIN LAP TIME,Kim BOUTIN ELAPSED TIME,WANG Xue POSITION,WANG Xue LAP TIME,WANG Xue ELAPSED TIME,Andrea KESZLER POSITION,Andrea KESZLER LAP TIME,Andrea KESZLER ELAPSED TIME,Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME
3,7.61,7.61,1,7.14,7.14,4,7.66,7.66,2,7.59,7.59
3,9.72,17.33,1,9.56,16.70,4,9.73,17.39,2,9.59,17.18
3,8.90,26.23,1,9.25,25.95,4,9.05,26.44,2,8.98,26.16
2,9.06,35.29,1,9.19,35.14,4,9.09,35.53,3,9.15,35.31
2,9.44,44.722,1,9.46,44.591,4,9.42,44.943,3,9.51,44.811
