Selim TANRIKULU POSITION,Selim TANRIKULU LAP TIME,Selim TANRIKULU ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME,Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME,Matthias STELZMUELLER POSITION,Matthias STELZMUELLER LAP TIME,Matthias STELZMUELLER ELAPSED TIME
3,7.29,7.29,1,6.95,6.95,2,7.28,7.28,4,7.58,7.58
3,9.23,16.52,1,9.17,16.12,2,9.03,16.31,4,9.55,17.13
3,8.88,25.40,1,8.77,24.89,2,8.59,24.90,4,9.23,26.36
3,9.15,34.55,2,9.08,33.97,1,8.76,33.66,4,9.43,35.79
3,9.31,43.858,2,9.18,43.150,1,9.22,42.871,4,9.75,45.531
