Sarah LANG POSITION,Sarah LANG LAP TIME,Sarah LANG ELAPSED TIME,Sophia MILAN POSITION,Sophia MILAN LAP TIME,Sophia MILAN ELAPSED TIME,Anouk ZOUTENDIJK POSITION,Anouk ZOUTENDIJK LAP TIME,Anouk ZOUTENDIJK ELAPSED TIME
0,17.460,17.460,0,17.459,17.459,0,17.025,17.025
0,11.957,29.417,0,12.280,29.739,0,12.243,29.269
0,12.058,41.475,0,11.953,41.692,0,12.056,41.324
0,11.024,52.499,0,10.974,52.666,0,10.992,52.317
0,10.129,1:02.627,0,10.154,1:02.820,0,10.405,1:02.722
0,10.185,1:12.813,0,10.222,1:13.042,0,10.068,1:12.789
0,10.258,1:23.071,0,10.609,1:23.651,0,,
0,10.280,1:33.351,0,10.230,1:33.881,0,,1:33.699
0,10.430,1:43.781,0,10.602,1:44.483,0,10.633,1:44.332
