NOH Jinkyu POSITION,NOH Jinkyu LAP TIME,NOH Jinkyu ELAPSED TIME,Evgenii KOZULIN POSITION,Evgenii KOZULIN LAP TIME,Evgenii KOZULIN ELAPSED TIME,Lachlan HAY POSITION,Lachlan HAY LAP TIME,Lachlan HAY ELAPSED TIME,Jan-Ebele van der REE POSITION,Jan-Ebele van der REE LAP TIME,Jan-Ebele van der REE ELAPSED TIME,Sebastian KLOSINSKI POSITION,Sebastian KLOSINSKI LAP TIME,Sebastian KLOSINSKI ELAPSED TIME
1,13.17,13.17,3,13.31,13.31,4,13.45,13.45,5,13.55,13.55,2,13.24,13.24
1,10.16,23.33,2,10.15,23.46,5,10.17,23.62,3,9.91,23.46,4,10.31,23.55
1,9.36,32.69,4,9.55,33.01,2,9.21,32.83,5,9.63,33.09,3,9.37,32.92
1,9.35,42.04,4,9.43,42.44,2,9.29,42.12,5,9.49,42.58,3,9.36,42.28
1,9.16,51.20,3,9.02,51.46,2,9.20,51.32,5,9.37,51.95,4,9.30,51.58
1,9.25,1:00.45,3,9.27,1:00.73,2,9.29,1:00.61,5,9.99,1:01.94,4,9.39,1:00.97
1,9.05,1:09.50,3,9.21,1:09.94,2,9.22,1:09.83,5,10.41,1:12.35,4,9.66,1:10.63
1,9.36,1:18.86,2,9.33,1:19.27,3,9.75,1:19.58,5,10.83,1:23.18,4,10.30,1:20.93
1,9.78,1:28.637,2,9.80,1:29.067,3,9.81,1:29.390,5,11.16,1:34.333,4,10.56,1:31.482
