YANG A Yang POSITION,YANG A Yang LAP TIME,YANG A Yang ELAPSED TIME,Erika HUSZAR POSITION,Erika HUSZAR LAP TIME,Erika HUSZAR ELAPSED TIME,Polona PEUNIK POSITION,Polona PEUNIK LAP TIME,Polona PEUNIK ELAPSED TIME,Myrtille GOLLIN POSITION,Myrtille GOLLIN LAP TIME,Myrtille GOLLIN ELAPSED TIME
1,7.229,7.229,2,7.342,7.342,3,7.691,7.691,4,7.898,7.898
1,9.791,17.020,2,9.807,17.148,4,10.494,18.185,3,9.842,17.739
1,9.497,26.517,2,9.593,26.741,3,9.270,27.454,4,9.789,27.527
1,9.594,36.110,2,9.725,36.465,4,11.283,38.737,3,10.055,37.582
1,9.95,46.059,2,10.11,46.569,4,10.68,49.411,3,10.51,48.084
