KONYA Zsofia POSITION,KONYA Zsofia LAP TIME,KONYA Zsofia ELAPSED TIME,Lea THIBAULT POSITION,Lea THIBAULT LAP TIME,Lea THIBAULT ELAPSED TIME,VALCEPINA Arianna POSITION,VALCEPINA Arianna LAP TIME,VALCEPINA Arianna ELAPSED TIME,Kyoko TATSUMI POSITION,Kyoko TATSUMI LAP TIME,Kyoko TATSUMI ELAPSED TIME
2,13.92,13.92,4,14.29,14.29,3,14.05,14.05,1,13.78,13.78
2,10.45,24.37,4,10.23,24.52,3,10.39,24.44,1,10.51,24.29
2,10.33,34.70,4,10.36,34.88,3,10.35,34.79,1,10.34,34.63
2,10.43,45.13,4,10.43,45.31,3,10.43,45.22,1,10.42,45.05
2,10.25,55.38,4,10.22,55.53,3,10.25,55.47,1,10.24,55.29
4,10.27,1:05.65,3,10.08,1:05.61,2,10.13,1:05.60,1,10.30,1:05.59
3,10.07,1:15.72,1,9.95,1:15.56,2,10.01,1:15.61,4,10.39,1:15.98
3,10.01,1:25.73,1,10.03,1:25.59,2,10.06,1:25.67,4,10.48,1:26.46
0,,PEN,1,10.18,1:35.767,2,10.44,1:36.108,3,10.88,1:37.337
