Julie JUNG POSITION,Julie JUNG LAP TIME,Julie JUNG ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,Veronika WINDISCH POSITION,Veronika WINDISCH LAP TIME,Veronika WINDISCH ELAPSED TIME,Marie-Eve DROLET POSITION,Marie-Eve DROLET LAP TIME,Marie-Eve DROLET ELAPSED TIME
4,13.83,13.83,1,13.52,13.52,3,13.69,13.69,2,13.58,13.58
4,11.00,24.83,1,11.01,24.53,3,11.03,24.72,2,11.03,24.61
4,11.07,35.90,1,11.12,35.65,2,10.93,35.65,3,11.11,35.72
4,10.27,46.17,2,10.33,45.98,1,10.22,45.87,3,10.34,46.06
4,10.22,56.39,2,10.21,56.19,1,10.22,56.09,3,10.17,56.23
4,10.06,1:06.45,2,10.01,1:06.20,3,10.24,1:06.33,1,9.75,1:05.98
4,9.96,1:16.41,2,9.90,1:16.10,3,9.93,1:16.26,1,9.95,1:15.93
4,9.94,1:26.35,2,9.97,1:26.07,3,9.98,1:26.24,1,10.09,1:26.02
4,16.29,1:42.640,2,10.50,1:36.566,3,10.73,1:36.965,1,10.45,1:36.462
