NOH Jinkyu POSITION,NOH Jinkyu LAP TIME,NOH Jinkyu ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Charle COURNOYER POSITION,Charle COURNOYER LAP TIME,Charle COURNOYER ELAPSED TIME,Jeroen SONNEVELD POSITION,Jeroen SONNEVELD LAP TIME,Jeroen SONNEVELD ELAPSED TIME
2,12.79,12.79,1,12.69,12.69,3,12.81,12.81,4,12.94,12.94
1,9.81,22.60,2,9.91,22.60,4,10.07,22.88,3,9.82,22.76
1,9.36,31.96,2,9.45,32.05,4,9.34,32.22,3,9.35,32.11
1,9.40,41.36,2,9.39,41.44,4,9.39,41.61,3,9.41,41.52
1,9.25,50.61,2,9.25,50.69,4,9.27,50.88,3,9.26,50.78
1,9.08,59.69,2,9.10,59.79,4,9.08,59.96,3,9.17,59.95
1,8.98,1:08.67,2,8.95,1:08.74,3,8.86,1:08.82,4,9.24,1:09.19
1,8.83,1:17.50,2,8.84,1:17.58,3,8.85,1:17.67,4,9.45,1:18.64
1,8.92,1:26.413,2,8.89,1:26.464,3,8.94,1:26.608,4,9.52,1:28.159
