CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME,KIM Min-Jung POSITION,KIM Min-Jung LAP TIME,KIM Min-Jung ELAPSED TIME,Katerina NOVOTNA POSITION,Katerina NOVOTNA LAP TIME,Katerina NOVOTNA ELAPSED TIME
4,14.13,14.13,1,13.10,13.10,2,13.23,13.23,3,13.23,13.23
4,9.25,23.38,1,9.93,23.03,2,9.87,23.10,3,9.96,23.19
4,9.96,33.34,1,9.98,33.01,2,10.00,33.10,3,9.99,33.18
4,9.89,43.23,1,9.86,42.87,2,9.89,42.99,3,9.92,43.10
4,9.77,53.00,1,9.76,52.63,2,9.75,52.74,3,9.75,52.85
4,9.64,1:02.64,1,9.69,1:02.32,2,9.64,1:02.38,3,9.67,1:02.52
3,9.64,1:12.28,1,9.66,1:11.98,2,9.81,1:12.19,4,9.81,1:12.33
3,9.86,1:22.14,1,9.95,1:21.93,2,9.84,1:22.03,4,10.14,1:22.47
2,9.99,1:32.125,1,10.16,1:32.084,3,10.14,1:32.166,4,10.38,1:32.850
