Elliott SHRIANE POSITION,Elliott SHRIANE LAP TIME,Elliott SHRIANE ELAPSED TIME,Vojtech LOUDIN POSITION,Vojtech LOUDIN LAP TIME,Vojtech LOUDIN ELAPSED TIME,Rafal PIORECKI POSITION,Rafal PIORECKI LAP TIME,Rafal PIORECKI ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME
1,6.58,6.58,3,7.08,7.08,2,6.88,6.88,4,7.11,7.11
1,9.50,16.08,3,9.24,16.32,2,9.34,16.23,4,9.34,16.46
1,8.86,24.95,4,9.01,25.34,2,8.86,25.10,3,8.85,25.31
1,8.91,33.86,3,8.90,34.24,2,8.94,34.04,4,8.93,34.24
1,9.33,43.185,2,9.14,43.376,3,9.40,43.438,4,9.46,43.695
