JUNG Yanghun Ben POSITION,JUNG Yanghun Ben LAP TIME,JUNG Yanghun Ben ELAPSED TIME,de ROSE Ethan POSITION,de ROSE Ethan LAP TIME,de ROSE Ethan ELAPSED TIME,Aleksandr ZHERMANOV POSITION,Aleksandr ZHERMANOV LAP TIME,Aleksandr ZHERMANOV ELAPSED TIME,NOGRADI Bence POSITION,NOGRADI Bence LAP TIME,NOGRADI Bence ELAPSED TIME
3,14.15,14.15,1,13.91,13.91,4,14.23,14.23,2,14.03,14.03
4,10.78,24.93,3,10.88,24.79,1,10.26,24.49,2,10.68,24.71
4,9.69,34.62,3,9.82,34.61,1,9.93,34.42,2,9.81,34.52
3,9.61,44.23,4,9.68,44.29,1,9.66,44.08,2,9.62,44.14
3,9.50,53.73,4,9.52,53.81,1,9.49,53.57,2,9.45,53.59
2,9.23,1:02.96,3,9.21,1:03.02,4,9.57,1:03.14,1,9.23,1:02.82
2,9.03,1:11.99,3,9.11,1:12.13,4,9.39,1:12.53,1,9.05,1:11.87
2,9.11,1:21.10,3,9.09,1:21.22,4,9.68,1:22.21,1,9.15,1:21.02
0,9.26,1:30.36,3,9.36,1:30.58,4,9.98,1:32.19,0,9.31,1:30.33
