WANG Meng POSITION,WANG Meng LAP TIME,WANG Meng ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Anne MALTAIS POSITION,Anne MALTAIS LAP TIME,Anne MALTAIS ELAPSED TIME,Annita van DOORN POSITION,Annita van DOORN LAP TIME,Annita van DOORN ELAPSED TIME
2,13.85,13.85,4,13.87,13.87,1,13.67,13.67,3,13.86,13.86
3,11.28,25.13,4,11.40,25.27,1,11.31,24.99,2,11.20,25.06
1,10.72,35.86,3,10.92,36.20,2,10.97,35.96,4,11.72,36.79
1,10.43,46.29,3,10.32,46.52,2,10.46,46.43,4,9.77,46.57
1,10.12,56.42,4,10.32,56.85,2,10.13,56.56,3,10.17,56.74
1,10.09,1:06.51,4,9.98,1:06.83,2,10.04,1:06.61,3,9.98,1:06.72
1,9.62,1:16.14,2,9.68,1:16.51,3,9.99,1:16.61,4,9.97,1:16.69
1,9.52,1:25.66,2,9.70,1:26.21,4,10.12,1:26.74,3,9.85,1:26.55
1,10.30,1:35.951,2,9.86,1:36.069,4,9.80,1:36.539,3,9.73,1:36.275
