Arian NACHBAR POSITION,Arian NACHBAR LAP TIME,Arian NACHBAR ELAPSED TIME,AHN Hyun-Soo POSITION,AHN Hyun-Soo LAP TIME,AHN Hyun-Soo ELAPSED TIME,Kiril PANDOV POSITION,Kiril PANDOV LAP TIME,Kiril PANDOV ELAPSED TIME,LI Jiajun POSITION,LI Jiajun LAP TIME,LI Jiajun ELAPSED TIME
3,6.748,6.748,1,6.608,6.608,2,6.699,6.699,4,6.903,6.903
1,8.946,15.693,4,9.563,16.170,2,9.088,15.787,3,9.015,15.918
3,9.042,24.734,4,8.627,24.797,2,8.825,24.611,1,8.653,24.570
4,8.991,33.725,2,8.736,33.533,3,8.996,33.607,1,8.887,33.456
3,9.39,43.114,2,9.38,42.912,4,9.83,43.437,1,9.20,42.657
