Jens ALMEY POSITION,Jens ALMEY LAP TIME,Jens ALMEY ELAPSED TIME,Ryan McANUFF POSITION,Ryan McANUFF LAP TIME,Ryan McANUFF ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME,Simon FRANCIS POSITION,Simon FRANCIS LAP TIME,Simon FRANCIS ELAPSED TIME,LEPAPE Sebastien POSITION,LEPAPE Sebastien LAP TIME,LEPAPE Sebastien ELAPSED TIME
1,6.99,6.99,2,7.12,7.12,3,7.24,7.24,4,7.37,7.37,5,7.56,7.56
1,9.08,16.07,3,9.28,16.40,2,9.02,16.26,4,9.19,16.56,4,9.00,16.56
1,8.53,24.60,3,8.51,24.91,2,8.45,24.71,5,8.77,25.33,4,8.46,25.02
1,8.69,33.29,4,8.70,33.61,2,8.60,33.31,5,8.85,34.18,3,8.49,33.51
1,8.82,42.11,4,8.80,42.41,3,8.91,42.22,5,9.25,43.43,2,8.68,42.19
