Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,KONSTANTINOVA Ekaterina POSITION,KONSTANTINOVA Ekaterina LAP TIME,KONSTANTINOVA Ekaterina ELAPSED TIME,SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME,Charlotte GILMARTIN POSITION,Charlotte GILMARTIN LAP TIME,Charlotte GILMARTIN ELAPSED TIME
3,14.55,14.55,1,14.50,14.50,2,14.54,14.54,4,14.81,14.81
3,10.94,25.49,2,10.71,25.21,1,10.66,25.20,4,10.83,25.64
3,9.88,35.37,2,10.02,35.23,1,9.94,35.14,4,9.86,35.50
3,9.90,45.27,2,9.93,45.16,1,9.91,45.05,4,9.90,45.40
3,9.73,55.00,2,9.71,54.87,1,9.75,54.80,4,9.73,55.13
3,9.40,1:04.40,2,9.46,1:04.33,1,9.44,1:04.24,4,9.41,1:04.54
3,9.39,1:13.79,2,9.44,1:13.77,1,9.43,1:13.67,4,9.30,1:13.84
3,9.70,1:23.49,4,9.73,1:23.50,1,9.51,1:23.18,2,9.46,1:23.30
3,9.58,1:33.07,4,9.66,1:33.16,1,9.60,1:32.78,2,9.65,1:32.95
