Nina EVTEEVA POSITION,Nina EVTEEVA LAP TIME,Nina EVTEEVA ELAPSED TIME,KIM Min-Jee POSITION,KIM Min-Jee LAP TIME,KIM Min-Jee ELAPSED TIME,FU Tian Yu POSITION,FU Tian Yu LAP TIME,FU Tian Yu ELAPSED TIME,CHOI Eun-Kyung POSITION,CHOI Eun-Kyung LAP TIME,CHOI Eun-Kyung ELAPSED TIME
2,15.362,15.362,1,15.147,15.147,3,15.516,15.516,4,15.600,15.600
4,10.842,26.204,3,10.805,25.951,1,10.369,25.885,2,10.288,25.888
4,9.819,36.022,2,9.772,35.723,3,9.981,35.865,1,9.782,35.670
4,9.566,45.588,2,9.644,45.366,3,9.552,45.417,1,9.641,45.311
4,9.810,55.397,2,9.820,55.186,3,9.969,55.386,1,9.773,55.084
4,9.806,1:05.203,3,9.986,1:05.172,2,9.705,1:05.091,1,9.903,1:04.987
3,10.081,1:15.283,4,27.966,1:33.137,1,10.012,1:15.102,2,10.120,1:15.106
3,10.268,1:25.550,4,17.487,1:50.623,2,10.308,1:25.410,1,10.243,1:25.349
3,10.39,1:35.936,4,18.95,2:09.570,2,10.41,1:35.813,1,10.37,1:35.716
