FU Tian Yu POSITION,FU Tian Yu LAP TIME,FU Tian Yu ELAPSED TIME,Evgenia RADANOVA POSITION,Evgenia RADANOVA LAP TIME,Evgenia RADANOVA ELAPSED TIME,Anne MALTAIS POSITION,Anne MALTAIS LAP TIME,Anne MALTAIS ELAPSED TIME,Susanne RUDOLPH POSITION,Susanne RUDOLPH LAP TIME,Susanne RUDOLPH ELAPSED TIME
1,7.170,7.170,2,7.480,7.480,4,7.850,7.850,3,7.640,7.640
1,9.550,16.720,2,9.560,17.050,4,9.490,17.340,3,9.590,17.240
1,9.000,25.720,2,9.390,26.440,4,9.530,26.880,3,9.230,26.480
1,9.350,35.080,2,9.580,36.020,3,9.160,36.040,4,9.890,36.370
1,9.570,44.650,2,9.480,45.510,3,10.020,46.060,4,9.930,46.310
